"SDI17522002","SDI","SDI値算出用基礎データ",,"1","0.70","0.03","0.480","-0.376","",""
"SDI17820001","SDI","SDI値算出用基礎データ",,"1","2.15","0.01","0.113","0.105","",""
"SDI17820002","SDI","SDI値算出用基礎データ",,"1","2.15","0.01","0.113","0.105","",""
"SDI17821001","SDI","SDI値算出用基礎データ",,"1","0.64","0.03","-0.168","-0.106","",""
"SDI17821002","SDI","SDI値算出用基礎データ",,"1","0.63","0.03","-0.168","-0.106","",""
"SDI17822001","SDI","SDI値算出用基礎データ",,"2","11019.12","414.37","-0.151","-0.181","",""
"SDI17822002","SDI","SDI値算出用基礎データ",,"3","1167127.45","61899.42","-0.151","-0.181","",""
"SDI17823001","SDI","SDI値算出用基礎データ",,"1","0.97","0.02","-0.006","0.023","",""
"SDI17823002","SDI","SDI値算出用基礎データ",,"1","0.97","0.02","-0.006","0.023","",""
"SDI17824001","SDI","SDI値算出用基礎データ",,"4","1.82","0.11","0.063","0.086","",""
"SDI17824002","SDI","SDI値算出用基礎データ",,"0","3.61","0.41","0.063","0.086","",""
"SDI17021001","SDI","SDI値算出用基礎データ",,"0","4.52","0.24","0.030","0.047","",""
"SDI17021002","SDI","SDI値算出用基礎データ",,"4","2.11","0.05","0.030","0.047","",""
"SDI2","SDI","SDI値算出用基礎データ",,"0","49.72","12.10","0.568","0.435","",""
"SDI10060001","SDI","SDI値算出用基礎データ",,"1","1.81","0.06","-0.052","-0.014","",""
"SDI10060002","SDI","SDI値算出用基礎データ",,"1","1.80","0.06","-0.052","-0.014","",""
"LST0000201","LST","予約確認はがき対象コース",,"100","","","","","",""
"LST0000202","LST","予約確認はがき対象コース",,"110","","","","","",""
"LST0000501","LST","ご案内書対象コース",,"100","","","","","",""
"LST0000502","LST","ご案内書対象コース",,"110","","","","","",""
"LST0001001","LST","対象コース",,"100","","","","","",""
"LST0001002","LST","対象コース",,"110","","","","","",""
"LST0001101","LST","対象コース",,"100","","","","","",""
"LST0001102","LST","対象コース",,"110","","","","","",""
"LST0004021","LST","内視鏡チェックリスト",,"X402","2","","","","",""
"LST0004031","LST","内視鏡チェックリスト",,"X055","3","","","","",""
"LST0004041","LST","内視鏡チェックリスト",,"X028","4","","","","",""
"LST0004051","LST","内視鏡チェックリスト",,"X405","5","","","","",""
"BANK05","BAN","銀行",,"東京三菱","","17","","","",""
"BANK06","BAN","銀行",,"千葉","","5","","","",""
"BANK07","BAN","銀行",,"あさひ","","18","","","",""
"BANK08","BAN","銀行",,"大和","","19","","","",""
"BANK10","BAN","銀行",,"横浜","","7","","","",""
"BANK11","BAN","銀行",,"CITYBANK","","8","","","",""
"BANK12","BAN","銀行",,"京葉銀行","","9","","","",""
"BANK13","BAN","銀行",,"船橋信金","","10","","","",""
"CARD05","CAR","カード",00-12-31,"DC","CARD05","1","","","",""
"CARD06","CAR","カード",00-12-31,"DINERSCLUB","CARD06","2","","","",""
"CARD07","CAR","カード",00-12-31,"JCBGROUP","CARD07","3","","","",""
"CARD08","CAR","カード",08-08-31,"Master(DC)","CARD08","7","","","",""
"CARD09","CAR","カード",08-08-31,"VISA(DC)","CARD09","8","","","",""
"CARD10","CAR","カード",00-12-31,"UCグループ","CARD10","4","","","",""
"CARD11","CAR","カード",08-08-31,"Million(MC)","CARD11","9","","","",""
"CARD12","CAR","カード",00-12-31,"SAISON","CARD12","5","","","",""
"CARD13","CAR","カード",00-12-31,"ﾋﾞｻﾞ/ﾏｽﾀｰ","CARD13","6","","","",""
"CARD14","CAR","カード",08-08-31,"UFJ","CARD14","10","","","",""
"CARD15","CAR","カード",08-08-31,"Amex(JCB)","CARD15","11","","","",""
"CARD16","CAR","カード",08-08-31,"Master(UC)","CARD16","12","","","",""
"LST003001","LST","成績書今回対象コース",03-12-01,"100","１日人間ドック","","","","",""
"LST003002","LST","成績書今回対象コース",03-12-01,"110","企業健診","","","","",""
"LST003011","LST","成績書過去歴対象コース",03-12-01,"100","１日人間ドック","","","","",""
"LST003012","LST","成績書過去歴対象コース",03-12-01,"110","企業健診","","","","",""
"LST0004011","LST","内視鏡チェックリスト",,"X401","1","","","","",""
"LST0004061","LST","内視鏡チェックリスト",,"X406","6","","","","",""
"LST0004071","LST","内視鏡チェックリスト",,"X407","7","","","","","7"
"LST0004101","LST","Ns対象コース",03-12-16,"100","","","","","",""
"LST0004102","LST","Ns対象コース",03-12-16,"110","","","","","",""
"LST0004111","LST","Ns対象コース",,"800","","","","","",""
"LST0050004","LST","生理検査統計",,"11161","01","4","","","","眼圧"
"LST0001401","LST","受診予定者チェックシート",,"100","","","","","",""
"LST0001402","LST","受診予定者チェックシート",,"110","","","","","",""
"LST0001411","LST","受診予定者チェックシート",,"X502","1","胃Ｘ線","","","",""
"LST0001412","LST","受診予定者チェックシート",,"X502","2","胃内視鏡","","","",""
"CHGSETGRP010","CSE","受診セット変更グループ",04-01-01,"K0020","身体計測","","","","",""
"CHGSETGRP020","CSE","受診セット変更グループ",04-01-01,"K0030","腹囲","","","","",""
"CHGSETGRP030","CSE","受診セット変更グループ",04-01-01,"K0040","血圧","","","","",""
"CHGSETGRP040","CSE","受診セット変更グループ",04-01-01,"K0050","視力","","","","",""
"CHGSETGRP050","CSE","受診セット変更グループ",04-01-01,"K0060","眼圧","","","","",""
"CHGSETGRP060","CSE","受診セット変更グループ",04-01-19,"K0085","眼底","","","","",""
"LST0050005","LST","生理検査統計",,"11161","02","4","","","","眼圧"
"CHGSETGRP080","CSE","受診セット変更グループ",04-01-01,"K0090","聴力","","","","",""
"CHGSETGRP090","CSE","受診セット変更グループ",04-01-01,"K0100","肺機能","","","","",""
"CHGSETGRP100","CSE","受診セット変更グループ",04-03-02,"K1120","診察","","","","",""
"CHGSETGRP110","CSE","受診セット変更グループ",04-01-01,"K0110","心電図","","","","",""
"CHGSETGRP120","CSE","受診セット変更グループ",04-01-01,"K0120","腹部超音波","","","","",""
"CHGSETGRP130","CSE","受診セット変更グループ",04-01-01,"K0130","骨密度","","","","",""
"MORSETGRP30","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"30","血清","K0300","","","",""
"CHGSETGRP150","CSE","受診セット変更グループ",04-01-01,"K0150","胸部Ｘ線２","","","","",""
"CHGSETGRP160","CSE","受診セット変更グループ",04-01-01,"K0160","胃Ｘ線","","","","",""
"CHGSETGRP170","CSE","受診セット変更グループ",04-01-01,"K0550","乳房触診","","","","",""
"CHGSETGRP180","CSE","受診セット変更グループ",04-01-01,"K0560","乳房自己触診","","","","",""
"LST0050006","LST","生理検査統計",,"24010","00","5","","","","エコー"
"LST0050007","LST","生理検査統計",,"12090","13","6","","","","聴力"
"MORSETGRP31","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"31","ＨＣＶ抗体","K0310","","","",""
"MORSETGRP32","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"32","ＨＢｓ抗原・抗体","K0320","","","",""
"MORSETGRP33","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"33","血液型","K0330","","","",""
"MORSETGRP34","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"34","便潜血１回目","K0340","","","",""
"MORSETGRP35","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"35","便潜血２回目","K0350","","","",""
"MORSETGRP36","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"36","尿検査","K0360","","","",""
"MORSETGRP37","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"37","尿糖","K0370","","","",""
"MORSETGRP38","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"38","尿白血球","K0380","","","",""
"MORSETGRP39","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"39","生活指導","K0390","","","",""
"MORSETGRP40","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"40","栄養指導","K0400","","","",""
"MCHCOOP","MCH","MCH用問診項目",04-01-05,"","","MCH1","","","",""
"DISEASE1","DIS","現病歴コメント",,"103001","","","","","",""
"DISEASE10","DIS","現病歴コメント",,"103010","","","","","",""
"DISEASE101","GYN","現病歴コメント（婦人科関連）",,"103101","","","","","",""
"DISEASE102","GYN","現病歴コメント（婦人科関連）",,"103101","","","","","",""
"DISEASE103","GYN","現病歴コメント（婦人科関連）",,"103101","","","","","",""
"DISEASE104","GYN","現病歴コメント（婦人科関連）",,"103101","","","","","",""
"DISEASE105","GYN","現病歴コメント（婦人科関連）",,"103101","","","","","",""
"DISEASE106","GYN","現病歴コメント（婦人科関連）",,"102577","","","","","",""
"DISEASE107","DIS","現病歴コメント",,"103107","","","","","",""
"DISEASE108","DIS","現病歴コメント",,"103108","","","","","",""
"MORSETGRP54","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"54","胸ＣＴ","K1100","","","",""
"MORSETGRP55","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"55","乳房触診","K0550","","","",""
"MORSETGRP56","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"56","乳房自己触診","K0560","","","",""
"MORSETGRP57","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"57","乳房Ｘ線","K0570","","","",""
"MORSETGRP58","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"58","乳房超音波","K0580","","","",""
"MORSETGRP59","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"59","婦人科","K0590","","","",""
"MORSETGRP60","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"60","前立腺","K0600","","","",""
"MORSETGRP61","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"61","喀痰","K0610","","","",""
"MORSETGRP62","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"62","【後日管理】後日ＧＦ","K0615","","","",""
"MORSETGRP63","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"63","【後日管理】後日ＣＦ","K0620","","","",""
"MORSETGRP64","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"64","大腸内視鏡","K0630","","","",""
"MORSETGRP65","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"65","内視鏡生検","K0640","","","",""
"DISEASE11","DIS","現病歴コメント",,"103011","","","","","",""
"DISEASE12","DIS","現病歴コメント",,"103012","","","","","",""
"MORSETGRP68","MOR","セット別受診者情報朝（朝レポート用）",03-01-04,"68","メンタルチェック","K0670","","","",""
"DISEASE13","DIS","現病歴コメント",,"103013","","","","","",""
"DISEASE14","DIS","現病歴コメント",,"103014","","","","","",""
"DISEASE15","DIS","現病歴コメント",,"103015","","","","","",""
"DISEASE16","DIS","現病歴コメント",,"103016","","","","","",""
"DISEASE17","DIS","現病歴コメント",,"103017","","","","","",""
"DISEASE18","DIS","現病歴コメント",,"103018","","","","","",""
"DISEASE19","DIS","現病歴コメント",,"103019","","","","","",""
"DISEASE2","DIS","現病歴コメント",,"103002","","","","","",""
"DISEASE20","DIS","現病歴コメント",,"103020","","","","","",""
"DISEASE201","DIS","現病歴コメント",,"103110","","","","","",""
"DISEASE202","DIS","現病歴コメント",,"104121","","","","","",""
"DISEASE203","DIS","現病歴コメント",,"104123","","","","","",""
"DISEASE204","DIS","現病歴コメント",,"104124","","","","","",""
"DISEASE205","DIS","現病歴コメント",,"104112","","","","","",""
"DISEASE206","DIS","現病歴コメント",,"104115","","","","","",""
"DISEASE207","DIS","現病歴コメント",,"104116","","","","","",""
"DISEASE208","DIS","現病歴コメント",,"104125","","","","","",""
"DISEASE209","DIS","現病歴コメント",,"104126","","","","","",""
"DISEASE21","DIS","現病歴コメント",,"103021","","","","","",""
"DISEASE210","DIS","現病歴コメント",,"104127","","","","","",""
"DISEASE211","DIS","現病歴コメント",,"104113","","","","","",""
"DISEASE212","DIS","現病歴コメント",,"104114","","","","","",""
"DISEASE213","DIS","現病歴コメント",,"104117","","","","","",""
"DISEASE214","DIS","現病歴コメント",,"104118","","","","","",""
"DISEASE215","DIS","現病歴コメント",,"104119","","","","","",""
"DISEASE216","DIS","現病歴コメント",,"104120","","","","","",""
"DISEASE217","DIS","現病歴コメント",,"104122","","","","","",""
"DISEASE218","DIS","現病歴コメント",,"104113","","","","","",""
"DISEASE22","DIS","現病歴コメント",,"103022","","","","","",""
"DISEASE23","DIS","現病歴コメント",,"103022","","","","","",""
"DISEASE24","DIS","現病歴コメント",,"103024","","","","","",""
"DISEASE25","DIS","現病歴コメント",,"103025","","","","","",""
"DISEASE26","DIS","現病歴コメント",,"103026","","","","","",""
"DISEASE27","DIS","現病歴コメント",,"103027","","","","","",""
"DISEASE28","DIS","現病歴コメント",,"103028","","","","","",""
"DISEASE29","DIS","現病歴コメント",,"103029","","","","","",""
"DISEASE3","DIS","現病歴コメント",,"103003","","","","","",""
"DISEASE30","DIS","現病歴コメント",,"103030","","","","","",""
"DISEASE31","DIS","現病歴コメント",,"103031","","","","","",""
"DISEASE32","DIS","現病歴コメント",,"103032","","","","","",""
"DISEASE33","DIS","現病歴コメント",,"103033","","","","","",""
"DISEASE34","DIS","現病歴コメント",,"103034","","","","","",""
"DISEASE35","DIS","現病歴コメント",,"103035","","","","","",""
"DISEASE36","DIS","現病歴コメント",,"103036","","","","","",""
"DISEASE37","DIS","現病歴コメント",,"103037","","","","","",""
"DISEASE38","DIS","現病歴コメント",,"103038","","","","","",""
"DISEASE39","DIS","現病歴コメント",,"103039","","","","","",""
"DISEASE4","DIS","現病歴コメント",,"103004","","","","","",""
"DISEASE40","DIS","現病歴コメント",,"103040","","","","","",""
"DISEASE41","DIS","現病歴コメント",,"103038","","","","","",""
"DISEASE42","DIS","現病歴コメント",,"103042","","","","","",""
"DISEASE43","DIS","現病歴コメント",,"103043","","","","","",""
"DISEASE44","DIS","現病歴コメント",,"103044","","","","","",""
"DISEASE45","DIS","現病歴コメント",,"103045","","","","","",""
"DISEASE46","DIS","現病歴コメント",,"103045","","","","","",""
"DISEASE47","DIS","現病歴コメント",,"103047","","","","","",""
"DISEASE48","DIS","現病歴コメント",,"103048","","","","","",""
"DISEASE49","DIS","現病歴コメント",,"103049","","","","","",""
"DISEASE5","DIS","現病歴コメント",,"103005","","","","","",""
"DISEASE50","DIS","現病歴コメント",,"103050","","","","","",""
"DISEASE51","DIS","現病歴コメント",,"103051","","","","","",""
"LST0004103","LST","Ns対象コース",,"810","","","","","",""
"LST0004104","LST","Ns対象コース",,"820","","","","","",""
"DISEASE54","DIS","現病歴コメント",,"103054","","","","","",""
"DISEASE6","DIS","現病歴コメント",,"103006","","","","","",""
"DISEASE7","DIS","現病歴コメント",,"103007","","","","","",""
"DISEASE8","DIS","現病歴コメント",,"103008","","","","","",""
"DISEASE9","DIS","現病歴コメント",,"103009","","","","","",""
"CSC0103","CSC","コースグループ０１－０３",,"850","","","","","",""
"CSC0104","CSC","コースグループ",04-01-07,"800","","","","","",""
"CSC0105","CSC","コースグループ",04-01-07,"810","","","","","",""
"CSC0106","CSC","コースグループ",04-01-07,"820","","","","","",""
"LST0004105","LST","Ns対象コース",,"840","","","","","",""
"LST0004106","LST","Nｓ対象コース",,"850","","","","","",""
"LST0004107","LST","Ns対象コース",,"880","","","","","",""
"LST0004108","LST","Ns対象コース",,"890","","","","","",""
"LST00004109","LST","Ns対象コース",,"900","","","","","",""
"LST0004109","LST","Ns対象コース",,"900","","","","","",""
"LST0004110","LST","Ns対象コース",,"910","","","","","",""
"LST0014101","LST","ナースチェックリスト",,"23130","1","胃内視鏡","","","",""
"LST0014102","LST","ナースチェックリスト",,"23160","1","後日内視鏡","","","",""
"LST0001303","LST","対象コース",04-01-16,"170","","","","","",""
"LST0001103","LST","対象コース",04-01-16,"170","","","","","",""
"CHGSETGRP230","CSE","受診セット変更",,"K0340","","","","","",""
"CHGSETGRP240","CSE","受診セット変更",,"K0350","","","","","",""
"CHGSETGRP250","CSE","受診セット変更",,"K1110","尿検査（中止用）","","","","",""
"CANCEL7","RSV","キャンセル理由",04-01-21,"来院せず","","8","","","",""
"LST003003","LST","成績書今回対象コース",03-12-01,"800","【旧】１泊","","","","",""
"LST003004","LST","成績書今回対象コース",03-12-01,"810","【旧】１泊","","","","",""
"LST003005","LST","成績書今回対象コース",03-12-01,"820","【旧】１泊","","","","",""
"LST003006","LST","成績書今回対象コース",03-12-01,"850","【旧】１泊","","","","",""
"LST003013","LST","成績書過去歴対象コース",03-12-01,"800","【旧】１泊","","","","",""
"LST003014","LST","成績書過去歴対象コース",03-12-01,"810","【旧】１泊","","","","",""
"LST003015","LST","成績書過去歴対象コース",03-12-01,"820","【旧】１泊","","","","",""
"LST003016","LST","成績書過去歴対象コース",03-12-01,"850","【旧】１泊","","","","",""
"LST0000223","LST","胃区分",03-12-08,"X502","3","(胃内視鏡)","(G.F.)","","",""
"RSVSETGRP070","RSG","予約群セットグループ",,"後日胸部ＣＴ","","","","","",""
"LST0030201","LST","成績書団体グループ指定",,"010","花王グループ","","","","","団体名・社員番号印字用"
"BANK14","BAN","銀行",,"巣鴨信金","","11","","","",""
"LST0030202","LST","成績書団体グループ指定",,"020","ソニーマーケグループ","","","","","団体名・社員番号印字用"
"YUDOCS003","YDC","誘導対象コース",,"120","","","","","",""
"YUDOCS001","YDC","誘導対象コース",,"100","","","","","",""
"YUDOCS002","YDC","誘導対象コース",,"110","","","","","",""
"YUDOCS004","YDC","誘導対象コース",,"130","","","","","",""
"YUDOCS005","YDC","誘導対象コース",,"135","","","","","",""
"YUDOCS007","YDC","誘導対象コース",,"175","","","","","",""
"BANK09","BAN","銀行",04-03-06,"？【過去データ用】","","15","","","",""
"LST0050001","LST","生理検査統計",,"22190","00","1","","","1:ITEMCD 　2:SUFFIX 　3:印字位置（SEQ）","心電図"
"LST0050002","LST","生理検査統計",,"13020","00","2","","","","肺機能"
"LST0050103","LST","３ヶ月推移　ドック対象コース",,"810","","","","","",""
"LST0050104","LST","３ヶ月推移　ドック対象コース",,"820","","","","","",""
"LST0050105","LST","３ヶ月推移　ドック対象コース",,"850","","","","","",""
"LST0050301","LST","センター収入",,"001","1","","","","","１日ドック（胃Ｘ線）"
"LST0050302","LST","センター収入",,"002","3","","","","","１日ドック（胃内視鏡）"
"LST0050303","LST","センター収入",,"003","4","","","","","１日ドック（後日胃内視鏡）"
"LST0050304","LST","センター収入",,"035","5","","","","","胃せず"
"LST0050305","LST","センター収入",,"300","6","","","","","肺がんドック"
"LST0050306","LST","センター収入",,"027","8","","","","","企業（ＡＭ）"
"LST0050307","LST","センター収入",,"028","8","","","","","企業（ＡＭ）"
"LST0050308","LST","センター収入",,"030","8","","","","","企業（ＡＭ）"
"JUDCMTPOT001","POT","判定コメント　出力順区分設定",,"0","優先度（高）","","","","",""
"JUDCMTPOT002","POT","判定コメント　出力順区分設定",,"1","優先度１","","","","",""
"JUDCMTPOT003","POT","判定コメント　出力順区分設定",,"2","優先度２","","","","",""
"JUDCMTPOT004","POT","判定コメント　出力順区分設定",,"3","優先度３","","","","",""
"JUDCMTPOT005","POT","判定コメント　出力順区分設定",,"4","優先度４","","","","",""
"JUDCMTPOT006","POT","判定コメント　出力順区分設定",,"5","優先度５","","","","",""
"JUDCMTPOT007","POT","判定コメント　出力順区分設定",,"6","優先度６","","","","",""
"JUDCMTPOT008","POT","判定コメント　出力順区分設定",,"7","優先度７","","","","",""
"JUDCMTPOT009","POT","判定コメント　出力順区分設定",,"8","優先度８","","","","",""
"JUDCMTPOT010","POT","判定コメント　出力順区分設定",,"9","優先度（低）","","","","",""
"CHG201101","CHG","システム切替（2011.01.01）",,"2011/01/01","","","","","",""
"LST0050309","LST","センター収入",,"034","8","","","","","企業（ＡＭ）"
"LST0050310","LST","センター収入",,"211","8","","","","","企業（ＡＭ）"
"LST0050311","LST","センター収入",,"029","9","","","","","企業（ＰＭ）"
"LST0050312","LST","センター収入",,"031","9","","","","","企業（ＰＭ）"
"LST0050313","LST","センター収入",,"200","11","","","","","渡航（アルゼンチン）"
"LST0050314","LST","センター収入",,"210","12","","","","","渡航（ベルギー）"
"LST0050315","LST","センター収入",,"XXX","","","","","",""
"LST0050316","LST","センター収入",,"XXX","","","","","",""
"LST0050317","LST","センター収入",,"XXX","","","","","",""
"LST0050318","LST","センター収入",,"XXX","","","","","",""
"YUDOCS008","YDC","誘導対象コース",,"150","","","","","",""
"YUDOCS009","YDC","誘導対象コース",,"160","","","","","",""
"LST0030301","LST","成績書肺ドック対象コース",04-04-01,"150","","","","","",""
"YUDOCS010","YDC","誘導対象コース",,"225","","","","","",""
"YUDOCS011","YDC","誘導対象コース",,"223","","","","","",""
"RPTSEND02","RPT","成績書HTML送信コース",,"110","","","","","",""
"LST0007502","LST","照射録ソート",,"1","21030","01","胸部","","",""
"RPTSEND01","RPT","成績書HTML送信コース",,"100","","","","","",""
"LST003007","LST","成績書今回対象コース",03-12-01,"223","深夜勤務者健診","","","","",""
"LST0030401","LST","成績書花王総合コメント",,"040","","","","","","※総合コメント（800100）打ち出し団体グループを設定"
"LST0030501","LST","成績書花王総合コメント",,"050","","","","","","※総合コメント（800110）打ち出し団体グループを設定"
"LST0003101","LST","請求書（２次検査請求書で使用）",,"100","","","","","",""
"RPTSEND04","RPT","成績書HTML送信コース",,"223","","","","","",""
"OPT008","OPT","オプション検査面接表示名称",,"02","乳房エコー","X066","","","",""
"LST0007701","LST","現病歴集計対象外結果１",,"1","","","","","",""
"LST0007501","LST","照射録ソート",,"5","23040","01","胃透視","","",""
"LST0007503","LST","照射録ソート",,"3","21220","01","胸部ＣＴ","","",""
"LST0007504","LST","照射録ソート",,"6","27770","01","乳房","","",""
"LST0007505","LST","照射録ソート",,"4","26611","00","骨密度","","",""
"LST00071012","LST","人間ドック症例別人数統計４０－４９",,"040.00","049.99","","","","",""
"LST00071011","LST","人間ドック症例別人数統計０－３９",,"000.00","039.99","","","","",""
"LST00071013","LST","人間ドック症例別人数統計５０－５９",,"050.00","059.99","","","","",""
"LST00071014","LST","人間ドック症例別人数統計６０以上",,"060.00","999.99","","","","",""
"LST0007102","LST","人間ドック症例別人数統計施設情報",,"聖路加国際病院附属クリニック・予防医療センター","104-6591","東京都中央区明石町８－１","岡田　太郎","医事課マネージャー","03-5550-2403","03-5550-2404"
"LST0005501","LST","オプション・コース利用状況対象コース１",,"100","","","","","",""
"LST0005502","LST","オプション・コース利用状況対象コース２",,"110","","","","","",""
"LST0005601","LST","胸部ヘルカリCT検査実施者１",,"1","005","21220","01","","",""
"LST0005602","LST","胸部ヘルカリCT検査実施者２",,"1","007","21220","01","","",""
"LST0005603","LST","胸部ヘルカリCT検査実施者３",,"1","008","21220","01","","",""
"LST0005604","LST","メンタル実施者１",,"2","014","","","","",""
"LST0005605","LST","カウンセリング実施者１",,"3","","","","","",""
"LST0005606","LST","乳房X線検査実施者１",,"4","010","27770","01","","",""
"LST0005607","LST","乳房X線検査実施者２",,"4","012","27770","01","","",""
"LST0005608","LST","乳房超音波検査実施者１",,"5","011","30047","00","","",""
"LST0005609","LST","乳房超音波検査実施者２",,"5","012","30047","00","","",""
"LST0005701","LST","受診者状況（１日ドック）",,"1","100","003","","","",""
"LST0005702","LST","受診者状況（企業健診）",,"2","110","","","","",""
"LST0005703","LST","受診者状況（看護大学健診）",,"2","225","","","","",""
"LST0005704","LST","受診者状況（深夜勤務者健診）",,"2","223","","","","",""
"LST0005705","LST","受診者状況（肺ドック）",,"3","150","","","","",""
"LST0005706","LST","受診者状況（渡航内科）",,"4","170","","","","",""
"LST0005707","LST","受診者状況（予防接種）",,"5","175","","","","",""
"LST0005801","LST","実施状況　同日GF",,"1","002","23130","01","","",""
"LST0005802","LST","実施状況　後日GF",,"2","003","23160","00","","",""
"LST0005803","LST","実施状況　OPGF",,"3","013","23510","01","","",""
"LST0006501","LST","人数統計抽出コース（日帰りﾄﾞｯｸ）",,"100","","","","","",""
"LST0006601","LST","人数統計抽出コース（企業健診）",,"110","","","","","",""
"LST0006701","LST","人数統計抽出コース（その他）",,"223","225","230","","","",""
"LST0007506","LST","照射録ソート",,"2","21090","00","撮影方法","","",""
"YUDOCS012","YDC","誘導対象コース",,"200","","","","","",""
"LST0007702","LST","現病歴集計対象外結果２",,"2","","","","","",""
"LST0007703","LST","現病歴集計対象外結果３",,"3","","","","","",""
"LST0007704","LST","現病歴集計対象外結果４",,"4","","","","","",""
"LST0007705","LST","現病歴集計対象外結果５",,"5","","","","","",""
"LST0007706","LST","現病歴集計対象外結果６",,"6","","","","","",""
"LST0007801","LST","カンパニープロﾌｧｲﾙ対象コース１",,"100","","","","","",""
"LST0007802","LST","カンパニープロﾌｧｲﾙ対象コース２",,"110","","","","","",""
"LST0003102","LST","請求書（２次検査請求書で使用）",,"110","","","","","",""
"LST0007201","LST","受診者数について　総合健診１",,"1","100","","","","",""
"LST0007203","LST","受診者数について　その他健診１",,"2","223","","","","",""
"LST0007204","LST","受診者数について　その他健診２",,"2","225","","","","",""
"LST0007205","LST","受診者数について　その他健診３",,"2","230","","","","",""
"LST0007206","LST","受診者数について　？？ヶ月前",,"3","18","","","","",""
"LST0007301","LST","総合健診受診者数・有所見者数　コース１",,"1","100","","","","",""
"LST0007303","LST","総合健診受診者数・有所見者数　年齢１",,"000.00","019.99","19歳以下","","","",""
"LST0007304","LST","総合健診受診者数・有所見者数　年齢２",,"020.00","024.99","20-24歳","","","",""
"LST0007305","LST","総合健診受診者数・有所見者数　年齢３",,"025.00","029.99","25-29歳","","","",""
"LST0007306","LST","総合健診受診者数・有所見者数　年齢４",,"030.00","034.99","30-34歳","","","",""
"LST000707","LST","総合健診受診者数・有所見者数　年齢５",,"035.00","039.99","35-39歳","","","",""
"LST0007308","LST","総合健診受診者数・有所見者数　年齢６",,"040.00","044.99","40-44歳","","","",""
"LST0007309","LST","総合健診受診者数・有所見者数　年齢７",,"045.00","049.99","45-49歳","","","",""
"LST0007310","LST","総合健診受診者数・有所見者数　年齢８",,"050.00","054.99","50-54歳","","","",""
"LST0007311","LST","総合健診受診者数・有所見者数　年齢９",,"055.00","059.99","55-59歳","","","",""
"LST0007312","LST","総合健診受診者数・有所見者数　年齢１０",,"060.00","064.99","60-64歳","","","",""
"LST0007313","LST","総合健診受診者数・有所見者数　年齢１１",,"065.00","069.99","65-69歳","","","",""
"LST0007314","LST","総合健診受診者数・有所見者数　年齢１２",,"070.00","074.99","70-74歳","","","",""
"LST0007315","LST","総合健診受診者数・有所見者数　年齢１３",,"075.00","079.99","75-79歳","","","",""
"LST0007316","LST","総合健診受診者数・有所見者数　年齢１４",,"080.00","084.99","80-84歳","","","",""
"LST0007317","LST","総合健診受診者数・有所見者数　年齢１５",,"085.00","089.99","85-89歳","","","",""
"LST0007318","LST","総合健診受診者数・有所見者数　年齢１６",,"090.00","094.99","90-94歳","","","",""
"LST0007319","LST","総合健診受診者数・有所見者数　年齢１７",,"095.00","099.99","95-99歳","","","",""
"LST0007320","LST","総合健診受診者数・有所見者数　年齢１８",,"100.00","104.99","100-104歳","","","",""
"LST0007321","LST","総合健診受診者数・有所見者数　年齢１９",,"105.00","109.99","105-109歳","","","",""
"LST0007322","LST","総合健診受診者数・有所見者数　年齢２０",,"110.00","999.99","110歳以上","","","",""
"LST0007401","LST","基準値項目１",,"1","10023","00","肥満度","肥満度（高齢者）","肥満度（一般成人）","肥満度年齢区分"
"LST0007402","LST","基準値項目２",,"2","13120","02","拡張期血圧","拡張期血圧（高齢者）","拡張期血圧（一般成人）","拡張期血圧年齢区分"
"LST0007403","LST","基準値項目３",,"3","13120","01","収縮期血圧","収縮期血圧（高齢者）","収縮期血圧（一般成人）","収縮期血圧年齢区分"
"LST0007404","LST","基準値項目４",,"4","13024","00","一秒率","一秒率（高齢者）","一秒率（一般成人）","一秒率年齢区分"
"LST0007405","LST","基準値項目５",,"5","13022","00","％肺活量","％肺活量（高齢者）","％肺活量（一般成人）","％肺活量年齢区分"
"LST0007406","LST","基準値項目６",,"6","11161","01","眼圧","","",""
